,close
1694,1919.0
1695,1919.21
1696,1921.0
1697,1921.78
1698,1920.79
1699,1920.41
1700,1920.0
1701,1919.61
1702,1918.6
1703,1919.38
1704,1919.58
1705,1919.53
1706,1918.32
1707,1918.79
1708,1918.99
1709,1918.6
1710,1918.81
1711,1918.6
1712,1919.0
1713,1918.27
1714,1917.8
1715,1917.78
1716,1918.72
1717,1918.0
1718,1918.39
1719,1918.8
1720,1918.21
1721,1916.89
1722,1917.83
1723,1917.81
1724,1917.81
1725,1917.09
1726,1918.8
1727,1919.06
1728,1918.77
1729,1918.78
1730,1919.19
1731,1919.0
1732,1918.81
1733,1918.7
1734,1918.63
1735,1919.08
1736,1919.35
1737,1919.79
1738,1919.8
1739,1919.29
1740,1919.55
1741,1919.08
1742,1918.98
1743,1918.0
1744,1917.99
1745,1918.15
1746,1917.61
1747,1917.01
1748,1916.79
1749,1915.02
1750,1915.71
1751,1915.22
1752,1916.38
1753,1916.88
1754,1916.41
1755,1913.85
1756,1911.6
1757,1912.8
1758,1914.21
1759,1914.97
1760,1915.81
1761,1912.94
1762,1910.93
1763,1912.6
1764,1912.01
1765,1912.61
1766,1912.2
1767,1911.4
1768,1911.4
1769,1911.91
1770,1908.73
1771,1909.82
1772,1911.32
1773,1911.0
1774,1911.41
1775,1913.05
1776,1913.5
1777,1914.46
1778,1915.4
1779,1914.45
1780,1914.96
1781,1913.41
1782,1913.33
1783,1913.13
1784,1913.12
1785,1915.0
1786,1915.8
1787,1915.4
1788,1914.8
1789,1914.63
1790,1915.38
1791,1914.81
1792,1914.8
1793,1915.19
1794,1914.85
1795,1914.57
1796,1914.28
1797,1914.4
1798,1914.21
1799,1914.44
1800,1914.6
1801,1914.98
1802,1914.51
1803,1914.57
1804,1915.59
1805,1915.21
1806,1915.29
1807,1914.88
1808,1914.81
1809,1914.64
1810,1914.1
1811,1914.4
1812,1913.9
1813,1914.39
1814,1914.99
1815,1915.34
1816,1915.39
1817,1915.22
1818,1917.21
1819,1916.62
1820,1916.71
1821,1915.64
1822,1915.37
1823,1915.96
1824,1915.96
1825,1916.2
1826,1916.2
1827,1916.17
1828,1915.62
1829,1915.54
1830,1915.77
1831,1916.51
1832,1915.9
1833,1915.49
1834,1916.19
1835,1916.79
1836,1916.47
1837,1916.4
1838,1916.73
1839,1916.64
1840,1916.41
1841,1916.41
1842,1916.41
1843,1916.41
1844,1915.81
1845,1916.58
1846,1917.0
1847,1917.26
1848,1917.27
1849,1916.61
1850,1916.6
1851,1916.8
1852,1916.8
1853,1916.8
1854,1916.76
1855,1917.45
1856,1917.26
1857,1917.26
1858,1918.2
1859,1918.21
1860,1918.02
1861,1918.03
1862,1918.02
1863,1918.74
1864,1919.08
1865,1918.81
1866,1918.77
1867,1918.68
1868,1918.43
1869,1918.4
1870,1919.13
1871,1919.22
1872,1919.58
